data,campanha_id,campanha_nome,canal,objetivo,dispositivo,segmento_publico,investimento,impressoes,cliques,ctr,conversoes,receita,cpc,cpa,roas
2025-03-01,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,30.96,3285,30,0.0091,1,184.27,1.03,30.96,5.95
2025-03-01,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,68.41,5978,62,0.0104,2,438.09,1.1,34.2,6.4
2025-03-01,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,23.22,333,10,0.03,0,0.0,2.32,,0.0
2025-03-02,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,39.9,380,9,0.0237,0,0.0,4.43,,0.0
2025-03-02,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,56.35,365,11,0.0301,1,0.0,5.12,56.35,0.0
2025-03-02,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,34.99,5013,46,0.0092,1,140.8,0.76,34.99,4.02
2025-03-02,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,60.98,3413,38,0.0111,1,134.9,1.6,60.98,2.21
2025-03-02,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,24.86,615,14,0.0228,0,0.0,1.78,,0.0
2025-03-03,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,61.96,592,17,0.0287,1,0.0,3.64,61.96,0.0
2025-03-03,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,77.58,549,16,0.0291,1,0.0,4.85,77.58,0.0
2025-03-03,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,49.37,5158,39,0.0076,1,189.69,1.27,49.37,3.84
2025-03-03,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,98.49,3814,55,0.0144,1,174.28,1.79,98.49,1.77
2025-03-03,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,35.05,1312,37,0.0282,0,0.0,0.95,,0.0
2025-03-04,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,72.1,418,13,0.0311,0,0.0,5.55,,0.0
2025-03-04,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,67.47,598,12,0.0201,0,0.0,5.62,,0.0
2025-03-04,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,39.7,3736,35,0.0094,1,151.18,1.13,39.7,3.81
2025-03-04,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,118.89,5815,80,0.0138,2,287.49,1.49,59.44,2.42
2025-03-04,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,30.25,592,15,0.0253,0,0.0,2.02,,0.0
2025-03-05,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,72.85,612,12,0.0196,1,0.0,6.07,72.85,0.0
2025-03-05,C002,Google Search - Genérico,Google Ads,leads,Desktop,Busca ativa,64.53,779,21,0.027,1,0.0,3.07,64.53,0.0
2025-03-05,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,46.23,4098,45,0.011,1,176.01,1.03,46.23,3.81
2025-03-05,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,87.7,6095,68,0.0112,1,154.27,1.29,87.7,1.76
2025-03-05,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,24.66,633,18,0.0284,0,0.0,1.37,,0.0
2025-03-06,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,52.14,302,9,0.0298,1,0.0,5.79,52.14,0.0
2025-03-06,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,84.71,704,21,0.0298,1,0.0,4.03,84.71,0.0
2025-03-06,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,45.76,3957,41,0.0104,2,239.37,1.12,22.88,5.23
2025-03-06,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Tablet,Interesses,115.2,6844,90,0.0132,3,371.87,1.28,38.4,3.23
2025-03-06,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,27.95,602,14,0.0233,0,0.0,2.0,,0.0
2025-03-07,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,79.11,583,17,0.0292,1,0.0,4.65,79.11,0.0
2025-03-07,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,56.34,544,13,0.0239,1,0.0,4.33,56.34,0.0
2025-03-07,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,33.62,2149,27,0.0126,1,187.68,1.25,33.62,5.58
2025-03-07,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,97.61,6374,69,0.0108,2,163.4,1.41,48.8,1.67
2025-03-07,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,36.23,508,15,0.0295,0,0.0,2.42,,0.0
2025-03-08,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,49.92,371,11,0.0296,1,0.0,4.54,49.92,0.0
2025-03-08,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,52.05,438,11,0.0251,1,0.0,4.73,52.05,0.0
2025-03-08,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,33.54,3406,33,0.0097,1,145.48,1.02,33.54,4.34
2025-03-08,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,89.55,4936,63,0.0128,2,287.72,1.42,44.78,3.21
2025-03-08,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,21.59,566,13,0.023,0,0.0,1.66,,0.0
2025-03-09,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,62.34,653,16,0.0245,1,0.0,3.9,62.34,0.0
2025-03-09,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,48.89,504,15,0.0298,1,0.0,3.26,48.89,0.0
2025-03-09,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,27.48,1924,21,0.0109,1,223.43,1.31,27.48,8.13
2025-03-09,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,112.96,7800,85,0.0109,3,336.28,1.33,37.65,2.98
2025-03-09,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Remarketing,21.21,489,11,0.0225,0,0.0,1.93,,0.0
2025-03-10,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,68.12,382,12,0.0314,1,0.0,5.68,68.12,0.0
2025-03-10,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,63.4,307,11,0.0358,1,0.0,5.76,63.4,0.0
2025-03-10,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,47.67,4322,40,0.0093,2,319.32,1.19,23.84,6.7
2025-03-10,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,117.0,6478,80,0.0123,2,300.81,1.46,58.5,2.57
2025-03-10,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,41.18,636,21,0.033,0,0.0,1.96,,0.0
2025-03-11,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,65.97,697,24,0.0344,1,0.0,2.75,65.97,0.0
2025-03-11,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,83.11,899,24,0.0267,2,0.0,3.46,41.56,0.0
2025-03-11,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,48.12,4805,38,0.0079,1,175.76,1.27,48.12,3.65
2025-03-11,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,100.16,6468,92,0.0142,3,361.6,1.09,33.39,3.61
2025-03-11,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,31.92,768,19,0.0247,0,0.0,1.68,,0.0
2025-03-12,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,81.58,1202,27,0.0225,1,0.0,3.02,81.58,0.0
2025-03-12,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,51.03,396,13,0.0328,1,0.0,3.93,51.03,0.0
2025-03-12,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,48.99,4349,55,0.0126,2,359.08,0.89,24.5,7.33
2025-03-12,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,121.61,8157,91,0.0112,3,377.6,1.34,40.54,3.11
2025-03-12,C005,Google Display - Tráfego,Google Ads,trafego,Tablet,Interesses,22.13,529,16,0.0302,0,0.0,1.38,,0.0
2025-03-13,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,73.73,737,16,0.0217,0,0.0,4.61,,0.0
2025-03-13,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,56.34,363,15,0.0413,1,0.0,3.76,56.34,0.0
2025-03-13,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,45.49,4240,38,0.009,1,201.45,1.2,45.49,4.43
2025-03-13,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,127.32,9124,90,0.0099,2,308.15,1.41,63.66,2.42
2025-03-13,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,30.92,530,16,0.0302,0,0.0,1.93,,0.0
2025-03-14,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,63.73,429,13,0.0303,1,0.0,4.9,63.73,0.0
2025-03-14,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,57.9,474,13,0.0274,0,0.0,4.45,,0.0
2025-03-14,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,44.95,4792,38,0.0079,1,205.43,1.18,44.95,4.57
2025-03-14,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,116.49,12842,134,0.0104,4,536.92,0.87,29.12,4.61
2025-03-14,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,33.11,720,27,0.0375,0,0.0,1.23,,0.0
2025-03-15,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,55.76,526,14,0.0266,1,0.0,3.98,55.76,0.0
2025-03-15,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,30.74,245,9,0.0367,1,0.0,3.42,30.74,0.0
2025-03-15,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,33.85,2624,31,0.0118,1,209.68,1.09,33.85,6.19
2025-03-15,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,84.42,8803,79,0.009,3,534.7,1.07,28.14,6.33
2025-03-15,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,20.03,241,9,0.0373,0,0.0,2.23,,0.0
2025-03-16,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,48.84,382,10,0.0262,1,0.0,4.88,48.84,0.0
2025-03-16,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,48.77,341,9,0.0264,1,0.0,5.42,48.77,0.0
2025-03-16,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,36.23,2918,33,0.0113,1,193.26,1.1,36.23,5.33
2025-03-16,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Tablet,Lookalike,88.54,6710,65,0.0097,2,291.28,1.36,44.27,3.29
2025-03-16,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,17.25,386,10,0.0259,0,0.0,1.72,,0.0
2025-03-17,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,56.07,1021,18,0.0176,1,0.0,3.12,56.07,0.0
2025-03-17,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,65.72,466,13,0.0279,1,0.0,5.06,65.72,0.0
2025-03-17,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,47.54,3341,29,0.0087,1,135.25,1.64,47.54,2.84
2025-03-17,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,146.24,11658,183,0.0157,4,747.1,0.8,36.56,5.11
2025-03-17,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Remarketing,36.49,972,22,0.0226,0,0.0,1.66,,0.0
2025-03-18,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,67.06,445,14,0.0315,1,0.0,4.79,67.06,0.0
2025-03-18,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,60.78,487,13,0.0267,1,0.0,4.68,60.78,0.0
2025-03-18,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,43.71,4315,47,0.0109,1,232.15,0.93,43.71,5.31
2025-03-18,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,122.34,8431,104,0.0123,3,584.59,1.18,40.78,4.78
2025-03-18,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,39.69,894,19,0.0213,0,0.0,2.09,,0.0
2025-03-19,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,84.87,807,19,0.0235,1,0.0,4.47,84.87,0.0
2025-03-19,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,73.19,507,13,0.0256,1,0.0,5.63,73.19,0.0
2025-03-19,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,45.22,3773,34,0.009,1,152.88,1.33,45.22,3.38
2025-03-19,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,111.39,6159,76,0.0123,3,375.23,1.47,37.13,3.37
2025-03-19,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,39.27,638,20,0.0313,0,0.0,1.96,,0.0
2025-03-20,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,61.61,499,15,0.0301,1,0.0,4.11,61.61,0.0
2025-03-20,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,67.95,532,15,0.0282,0,0.0,4.53,,0.0
2025-03-20,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,53.76,4098,42,0.0102,1,172.22,1.28,53.76,3.2
2025-03-20,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,103.89,5781,75,0.013,2,407.32,1.39,51.94,3.92
2025-03-20,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,41.94,775,21,0.0271,0,0.0,2.0,,0.0
2025-03-21,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,60.48,458,12,0.0262,0,0.0,5.04,,0.0
2025-03-21,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,66.56,417,11,0.0264,1,0.0,6.05,66.56,0.0
2025-03-21,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,42.41,3413,32,0.0094,1,116.69,1.33,42.41,2.75
2025-03-21,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,118.96,8533,119,0.0139,4,618.92,1.0,29.74,5.2
2025-03-21,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Interesses,31.33,474,15,0.0316,0,0.0,2.09,,0.0
2025-03-22,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,49.29,537,12,0.0223,1,0.0,4.11,49.29,0.0
2025-03-22,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,39.07,270,8,0.0296,1,0.0,4.88,39.07,0.0
2025-03-22,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,32.18,3760,36,0.0096,1,82.98,0.89,32.18,2.58
2025-03-22,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,67.2,5039,50,0.0099,3,327.82,1.34,22.4,4.88
2025-03-22,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,19.1,416,11,0.0264,0,0.0,1.74,,0.0
2025-03-23,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,57.41,378,12,0.0317,1,0.0,4.78,57.41,0.0
2025-03-23,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,43.32,288,8,0.0278,0,0.0,5.42,,0.0
2025-03-23,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,33.83,3279,26,0.0079,1,226.01,1.3,33.83,6.68
2025-03-23,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,92.84,5214,59,0.0113,2,161.73,1.57,46.42,1.74
2025-03-23,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,25.68,755,14,0.0185,0,0.0,1.83,,0.0
2025-03-24,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,85.43,649,20,0.0308,1,0.0,4.27,85.43,0.0
2025-03-24,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,49.27,307,10,0.0326,1,0.0,4.93,49.27,0.0
2025-03-24,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,39.52,3717,38,0.0102,1,208.32,1.04,39.52,5.27
2025-03-24,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,82.3,9038,67,0.0074,1,129.86,1.23,82.3,1.58
2025-03-24,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,33.35,697,22,0.0316,0,0.0,1.52,,0.0
2025-03-25,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,96.13,565,15,0.0265,1,0.0,6.41,96.13,0.0
2025-03-25,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,52.64,411,11,0.0268,1,0.0,4.79,52.64,0.0
2025-03-25,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,47.77,3667,39,0.0106,1,143.8,1.22,47.77,3.01
2025-03-25,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,121.75,7602,96,0.0126,3,578.34,1.27,40.58,4.75
2025-03-25,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,35.85,1073,24,0.0224,0,0.0,1.49,,0.0
2025-03-26,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,65.59,537,14,0.0261,1,0.0,4.69,65.59,0.0
2025-03-26,C002,Google Search - Genérico,Google Ads,leads,Desktop,Lookalike,68.65,492,14,0.0285,1,0.0,4.9,68.65,0.0
2025-03-26,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,44.25,6616,56,0.0085,2,334.83,0.79,22.12,7.57
2025-03-26,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,123.58,9580,100,0.0104,3,358.02,1.24,41.19,2.9
2025-03-26,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Geral,31.73,961,26,0.0271,0,0.0,1.22,,0.0
2025-03-27,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,52.3,618,15,0.0243,1,0.0,3.49,52.3,0.0
2025-03-27,C002,Google Search - Genérico,Google Ads,leads,Desktop,Interesses,61.24,427,13,0.0304,1,0.0,4.71,61.24,0.0
2025-03-27,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,51.7,6496,54,0.0083,2,395.14,0.96,25.85,7.64
2025-03-27,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,112.94,10938,109,0.01,2,373.41,1.04,56.47,3.31
2025-03-27,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,39.63,837,21,0.0251,0,0.0,1.89,,0.0
2025-03-28,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,89.42,915,25,0.0273,1,0.0,3.58,89.42,0.0
2025-03-28,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,70.51,434,13,0.03,1,0.0,5.42,70.51,0.0
2025-03-28,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,44.14,3760,34,0.009,1,184.84,1.3,44.14,4.19
2025-03-28,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Interesses,128.12,13791,120,0.0087,5,649.29,1.07,25.62,5.07
2025-03-28,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,40.23,977,24,0.0246,0,0.0,1.68,,0.0
2025-03-29,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,63.53,500,15,0.03,1,0.0,4.24,63.53,0.0
2025-03-29,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,41.87,360,8,0.0222,0,0.0,5.23,,0.0
2025-03-29,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,36.03,2862,27,0.0094,1,183.05,1.33,36.03,5.08
2025-03-29,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,85.96,5261,58,0.011,1,170.4,1.48,85.96,1.98
2025-03-29,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,24.16,393,12,0.0305,0,0.0,2.01,,0.0
2025-03-30,C001,Google Search - Marca,Google Ads,leads,Desktop,Geral,81.64,543,17,0.0313,1,0.0,4.8,81.64,0.0
2025-03-30,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,34.19,401,8,0.02,1,0.0,4.27,34.19,0.0
2025-03-30,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Tablet,Remarketing,43.18,4029,40,0.0099,2,368.82,1.08,21.59,8.54
2025-03-30,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,85.1,11089,128,0.0115,6,1254.58,0.66,14.18,14.74
2025-03-30,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,24.82,650,15,0.0231,0,0.0,1.65,,0.0
2025-03-31,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,77.14,732,20,0.0273,1,0.0,3.86,77.14,0.0
2025-03-31,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,33.22,263,9,0.0342,0,0.0,3.69,,0.0
2025-03-31,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,41.04,3909,32,0.0082,1,191.2,1.28,41.04,4.66
2025-03-31,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,95.71,6881,67,0.0097,2,204.53,1.43,47.86,2.14
2025-03-31,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Remarketing,38.12,1152,24,0.0208,0,0.0,1.59,,0.0
2025-04-01,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,87.35,572,17,0.0297,1,0.0,5.14,87.35,0.0
2025-04-01,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,43.24,309,8,0.0259,1,0.0,5.4,43.24,0.0
2025-04-01,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,52.05,4999,44,0.0088,2,395.48,1.18,26.02,7.6
2025-04-01,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,127.59,8116,92,0.0113,2,276.63,1.39,63.8,2.17
2025-04-01,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,41.64,516,16,0.031,0,0.0,2.6,,0.0
2025-04-01,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Interesses,125.47,13292,135,0.0102,4,945.77,0.93,31.37,7.54
2025-04-02,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,77.09,759,14,0.0184,1,0.0,5.51,77.09,0.0
2025-04-02,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,50.62,448,10,0.0223,1,0.0,5.06,50.62,0.0
2025-04-02,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,39.5,3896,41,0.0105,1,185.73,0.96,39.5,4.7
2025-04-02,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Remarketing,126.41,6764,85,0.0126,2,94.54,1.49,63.2,0.75
2025-04-02,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Busca ativa,35.34,596,16,0.0268,0,0.0,2.21,,0.0
2025-04-02,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,122.6,11950,120,0.01,3,694.56,1.02,40.87,5.67
2025-04-03,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,63.35,383,11,0.0287,1,0.0,5.76,63.35,0.0
2025-04-03,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,47.54,502,11,0.0219,1,0.0,4.32,47.54,0.0
2025-04-03,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,38.78,4315,41,0.0095,1,194.96,0.95,38.78,5.03
2025-04-03,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,104.46,7569,102,0.0135,4,603.67,1.02,26.12,5.78
2025-04-03,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Geral,51.39,1124,28,0.0249,0,0.0,1.84,,0.0
2025-04-03,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,83.92,5894,83,0.0141,3,406.82,1.01,27.97,4.85
2025-04-04,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,75.77,409,11,0.0269,1,0.0,6.89,75.77,0.0
2025-04-04,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,39.34,284,9,0.0317,0,0.0,4.37,,0.0
2025-04-04,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,49.34,5687,48,0.0084,1,238.55,1.03,49.34,4.83
2025-04-04,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,108.23,6436,86,0.0134,3,531.68,1.26,36.08,4.91
2025-04-04,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Busca ativa,41.28,827,22,0.0266,0,0.0,1.88,,0.0
2025-04-04,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,130.88,8989,101,0.0112,2,642.78,1.3,65.44,4.91
2025-04-05,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,47.85,431,11,0.0255,1,0.0,4.35,47.85,0.0
2025-04-05,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,43.65,299,9,0.0301,1,0.0,4.85,43.65,0.0
2025-04-05,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,40.22,3097,21,0.0068,1,152.27,1.92,40.22,3.79
2025-04-05,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,91.54,12114,81,0.0067,1,111.82,1.13,91.54,1.22
2025-04-05,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Interesses,27.08,837,19,0.0227,0,0.0,1.43,,0.0
2025-04-05,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,105.28,7844,79,0.0101,3,497.21,1.33,35.09,4.72
2025-04-06,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,69.4,634,18,0.0284,2,0.0,3.86,34.7,0.0
2025-04-06,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,54.08,522,13,0.0249,1,0.0,4.16,54.08,0.0
2025-04-06,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,28.67,3366,25,0.0074,1,182.33,1.15,28.67,6.36
2025-04-06,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,83.01,4842,67,0.0138,1,148.97,1.24,83.01,1.79
2025-04-06,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,25.75,588,16,0.0272,0,0.0,1.61,,0.0
2025-04-06,C006,Meta - Lançamento Produto,Meta Ads,vendas,Tablet,Interesses,65.65,4911,51,0.0104,1,238.38,1.29,65.65,3.63
2025-04-07,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,73.58,537,13,0.0242,1,0.0,5.66,73.58,0.0
2025-04-07,C002,Google Search - Genérico,Google Ads,leads,Desktop,Interesses,47.1,343,13,0.0379,1,0.0,3.62,47.1,0.0
